date,symbol,marketcapname,sector
08-03-2023,RECLTD,Largecap,Finance
08-03-2023,BAJAJ-AUTO,Largecap,Auto
08-03-2023,MHRIL,Midcap,Services
08-03-2023,ADANIPOWER,Largecap,Miscellaneous
08-03-2023,NHPC,Largecap,Miscellaneous
08-03-2023,OIL,Largecap,Oils
08-03-2023,JSWENERGY,Largecap,Miscellaneous
08-03-2023,GODREJPROP,Largecap,Realty
08-03-2023,JUBLFOOD,Largecap,Quick Service Restaurant
08-03-2023,PERSISTENT,Largecap,I.T
08-03-2023,OBEROIRLTY,Largecap,Realty
08-03-2023,DALBHARAT,Largecap,Industrials
08-03-2023,RHIM,Midcap,Industrials
08-03-2023,MCX,Midcap,Miscellaneous
08-03-2023,EQUITASBNK,Midcap,Bank
08-03-2023,JUSTDIAL,Midcap,I.T
08-03-2023,IBULHSGFIN,Midcap,Finance
08-03-2023,GRINFRA,Midcap,Realty
08-03-2023,CLEAN,Midcap,Industrials
08-03-2023,ZOMATO,Largecap,I.T
08-03-2023,VIJAYA,Midcap,Pharmaceuticals
08-03-2023,STARHEALTH,Largecap,Services
08-03-2023,INTELLECT,Midcap,I.T
08-03-2023,MINDACORP,Midcap,Auto
08-03-2023,ADANIENSOL,Largecap,Miscellaneous
08-03-2023,IDFCFIRSTB,Largecap,Bank
08-03-2023,INDIGO,Largecap,Services
08-03-2023,INFIBEAM,Midcap,I.T
08-03-2023,RBLBANK,Midcap,Bank
08-03-2023,PNBHOUSING,Midcap,Finance
09-03-2023,KARURVYSYA,Midcap,Bank
09-03-2023,SUNDARMFIN,Largecap,Finance
09-03-2023,FINCABLES,Midcap,Industrials
09-03-2023,INGERRAND,Midcap,FMCG
09-03-2023,JINDALSAW,Midcap,Metals
09-03-2023,GESHIP,Midcap,Services
09-03-2023,HEG,Midcap,FMCG
09-03-2023,AWL,Largecap,FMCG
09-03-2023,ADANIENT,Largecap,Services
09-03-2023,DELHIVERY,Largecap,Services
09-03-2023,USHAMART,Midcap,Metals
09-03-2023,BIKAJI,Midcap,FMCG
09-03-2023,KAYNES,Midcap,FMCG
09-03-2023,CCL,Midcap,FMCG
09-03-2023,LINDEINDIA,Largecap,Industrials
09-03-2023,GAEL,Midcap,FMCG
09-03-2023,HUDCO,Midcap,Finance
09-03-2023,NIACL,Largecap,Services
09-03-2023,RITES,Midcap,Realty
09-03-2023,ATGL,Largecap,Industrials
09-03-2023,BALAMINES,Midcap,Industrials
09-03-2023,MANAPPURAM,Midcap,Finance
09-03-2023,CHALET,Midcap,Services
09-03-2023,RVNL,Largecap,Realty
09-03-2023,SWSOLAR,Midcap,Industrials
09-03-2023,BORORENEW,Midcap,Industrials
09-03-2023,SBICARD,Largecap,Finance
09-03-2023,MAXHEALTH,Largecap,Pharmaceuticals
09-03-2023,WELCORP,Midcap,Metals
09-03-2023,OLECTRA,Midcap,Auto
09-03-2023,CERA,Midcap,Industrials
09-03-2023,JSL,Largecap,Metals
09-03-2023,JBMA,Midcap,Auto
09-03-2023,DELTACORP,Smallcap,Miscellaneous
09-03-2023,JYOTHYLAB,Midcap,FMCG
09-03-2023,ZFCVINDIA,Largecap,Auto
09-03-2023,ADANIPOWER,Largecap,Miscellaneous
09-03-2023,NBCC,Midcap,Realty
09-03-2023,GRINFRA,Midcap,Realty
09-03-2023,GOCOLORS,Midcap,Textiles
09-03-2023,DATAPATTNS,Midcap,FMCG
09-03-2023,PNBHOUSING,Midcap,Finance
10-03-2023,BALRAMCHIN,Midcap,FMCG
10-03-2023,CENTURYTEX,Midcap,Industrials
10-03-2023,HINDPETRO,Largecap,Industrials
10-03-2023,MRPL,Midcap,Industrials
10-03-2023,EIDPARRY,Midcap,FMCG
10-03-2023,FINCABLES,Midcap,Industrials
10-03-2023,KIRLFER,Midcap,Metals
10-03-2023,KSB,Midcap,FMCG
10-03-2023,MFSL,Largecap,Finance
10-03-2023,NCC,Midcap,Realty
10-03-2023,VEDL,Largecap,Industrials
10-03-2023,PRSMJOHNSN,Midcap,Industrials
10-03-2023,PATANJALI,Largecap,FMCG
10-03-2023,JINDALSAW,Midcap,Metals
10-03-2023,SHREECEM,Largecap,Industrials
10-03-2023,HINDALCO,Largecap,Metals
10-03-2023,CUMMINSIND,Largecap,FMCG
10-03-2023,DEEPAKFERT,Midcap,Industrials
10-03-2023,CEATLTD,Midcap,Auto
10-03-2023,BALKRISIND,Largecap,Auto
10-03-2023,PHOENIXLTD,Largecap,Realty
10-03-2023,SWANENERGY,Midcap,Miscellaneous
10-03-2023,VIPIND,Midcap,FMCG
10-03-2023,CAMPUS,Midcap,FMCG
10-03-2023,ADANIENT,Largecap,Services
10-03-2023,DELHIVERY,Largecap,Services
10-03-2023,NLCINDIA,Midcap,Miscellaneous
10-03-2023,MOTHERSON,Largecap,Auto
10-03-2023,HAVELLS,Largecap,FMCG
10-03-2023,ACI,Midcap,Industrials
10-03-2023,KAYNES,Midcap,FMCG
10-03-2023,CCL,Midcap,FMCG
10-03-2023,RATNAMANI,Midcap,Metals
10-03-2023,KPIL,Midcap,FMCG
10-03-2023,SAFARI,Midcap,FMCG
10-03-2023,PIIND,Largecap,Industrials
10-03-2023,GAEL,Midcap,FMCG
10-03-2023,CDSL,Midcap,Miscellaneous
10-03-2023,TEJASNET,Midcap,Telecom
10-03-2023,DIXON,Largecap,FMCG
10-03-2023,NMDC,Largecap,Industrials
10-03-2023,IEX,Midcap,Miscellaneous
10-03-2023,NAM-INDIA,Largecap,Finance
10-03-2023,BANDHANBNK,Largecap,Bank
10-03-2023,LEMONTREE,Midcap,Services
10-03-2023,ADANIGREEN,Largecap,Miscellaneous
10-03-2023,VARROC,Midcap,Auto
10-03-2023,ATGL,Largecap,Industrials
10-03-2023,ZYDUSWELL,Midcap,FMCG
10-03-2023,CHALET,Midcap,Services
10-03-2023,RAJESHEXPO,Midcap,Miscellaneous
10-03-2023,RVNL,Largecap,Realty
10-03-2023,SWSOLAR,Midcap,Industrials
10-03-2023,360ONE,Midcap,Finance
10-03-2023,POLYMED,Midcap,Pharmaceuticals
10-03-2023,ROUTE,Midcap,I.T
10-03-2023,WELCORP,Midcap,Metals
10-03-2023,GAIL,Largecap,Industrials
10-03-2023,SAREGAMA,Midcap,Media
10-03-2023,ANGELONE,Midcap,Services
10-03-2023,ENGINERSIN,Midcap,Realty
10-03-2023,APARINDS,Largecap,FMCG
10-03-2023,JINDALSTEL,Largecap,Metals
10-03-2023,GLENMARK,Largecap,Pharmaceuticals
10-03-2023,GODREJCP,Largecap,FMCG
10-03-2023,OLECTRA,Midcap,Auto
10-03-2023,CERA,Midcap,Industrials
10-03-2023,UCOBANK,Largecap,Bank
10-03-2023,JSL,Largecap,Metals
10-03-2023,SUPRAJIT,Midcap,Auto
10-03-2023,IGL,Largecap,Industrials
10-03-2023,PETRONET,Largecap,Industrials
10-03-2023,JBMA,Midcap,Auto
10-03-2023,JKCEMENT,Largecap,Industrials
10-03-2023,RENUKA,Midcap,FMCG
10-03-2023,GMRINFRA,Largecap,Realty
10-03-2023,CIEINDIA,Midcap,Industrials
10-03-2023,INDIANB,Largecap,Bank
10-03-2023,PAGEIND,Largecap,FMCG
10-03-2023,ADANIPORTS,Largecap,Realty
10-03-2023,ECLERX,Midcap,I.T
10-03-2023,ADANIPOWER,Largecap,Miscellaneous
10-03-2023,NHPC,Largecap,Miscellaneous
10-03-2023,JSWENERGY,Largecap,Miscellaneous
10-03-2023,GPPL,Midcap,Industrials
10-03-2023,TRITURBINE,Midcap,FMCG
10-03-2023,APLAPOLLO,Largecap,Metals
10-03-2023,EQUITASBNK,Midcap,Bank
10-03-2023,ABFRL,Largecap,FMCG
10-03-2023,APTUS,Midcap,Finance
10-03-2023,NYKAA,Largecap,I.T
10-03-2023,POLICYBZR,Largecap,I.T
10-03-2023,GOCOLORS,Midcap,Textiles
10-03-2023,MAPMYINDIA,Midcap,I.T
10-03-2023,MEDPLUS,Midcap,FMCG
10-03-2023,DATAPATTNS,Midcap,FMCG
10-03-2023,ADANIENSOL,Largecap,Miscellaneous
10-03-2023,SYNGENE,Largecap,Pharmaceuticals
10-03-2023,INDIGO,Largecap,Services
10-03-2023,NH,Largecap,Pharmaceuticals
10-03-2023,BLS,Midcap,I.T
13-03-2023,AEGISCHEM,Midcap,Services
13-03-2023,MRPL,Midcap,Industrials
13-03-2023,JKLAKSHMI,Midcap,Industrials
13-03-2023,GLAXO,Largecap,Pharmaceuticals
13-03-2023,DELHIVERY,Largecap,Services
13-03-2023,CCL,Midcap,FMCG
13-03-2023,HLEGLAS,Smallcap,FMCG
13-03-2023,MASTEK,Midcap,I.T
13-03-2023,GAEL,Midcap,FMCG
13-03-2023,DIXON,Largecap,FMCG
13-03-2023,TIINDIA,Largecap,Auto
13-03-2023,CREDITACC,Largecap,Finance
13-03-2023,KRBL,Midcap,FMCG
13-03-2023,POWERINDIA,Midcap,FMCG
13-03-2023,MAXHEALTH,Largecap,Pharmaceuticals
13-03-2023,ROUTE,Midcap,I.T
13-03-2023,SONATSOFTW,Midcap,I.T
13-03-2023,OLECTRA,Midcap,Auto
13-03-2023,SHOPERSTOP,Midcap,FMCG
13-03-2023,JKCEMENT,Largecap,Industrials
13-03-2023,YESBANK,Largecap,Bank
13-03-2023,GSPL,Midcap,Industrials
13-03-2023,GLAND,Largecap,Pharmaceuticals
13-03-2023,HOMEFIRST,Midcap,Finance
13-03-2023,NAZARA,Midcap,I.T
13-03-2023,MINDACORP,Midcap,Auto
13-03-2023,PNCINFRA,Midcap,Realty
13-03-2023,ENDURANCE,Largecap,Auto
14-03-2023,ABB,Largecap,FMCG
14-03-2023,AEGISCHEM,Midcap,Services
14-03-2023,FACT,Largecap,Industrials
14-03-2023,CENTURYTEX,Midcap,Industrials
14-03-2023,BEML,Midcap,FMCG
14-03-2023,CIPLA,Largecap,Pharmaceuticals
14-03-2023,CRISIL,Largecap,Miscellaneous
14-03-2023,CGPOWER,Largecap,FMCG
14-03-2023,MRPL,Midcap,Industrials
14-03-2023,GODFRYPHLP,Midcap,FMCG
14-03-2023,INGERRAND,Midcap,FMCG
14-03-2023,TRENT,Largecap,FMCG
14-03-2023,MFSL,Largecap,Finance
14-03-2023,RAYMOND,Midcap,Textiles
14-03-2023,BIRLACORPN,Midcap,Industrials
14-03-2023,RAIN,Midcap,Services
14-03-2023,PATANJALI,Largecap,FMCG
14-03-2023,JINDALSAW,Midcap,Metals
14-03-2023,JKLAKSHMI,Midcap,Industrials
14-03-2023,TATAELXSI,Largecap,I.T
14-03-2023,ACC,Largecap,Industrials
14-03-2023,THERMAX,Largecap,FMCG
14-03-2023,AMBUJACEM,Largecap,Industrials
14-03-2023,BAJAJHLDNG,Largecap,Finance
14-03-2023,GESHIP,Midcap,Services
14-03-2023,EIHOTEL,Midcap,Services
14-03-2023,INDHOTEL,Largecap,Services
14-03-2023,SWANENERGY,Midcap,Miscellaneous
14-03-2023,ZEEL,Largecap,Media
14-03-2023,DEEPAKNTR,Largecap,Industrials
14-03-2023,BERGEPAINT,Largecap,Industrials
14-03-2023,CAMPUS,Midcap,FMCG
14-03-2023,ADANIENT,Largecap,Services
14-03-2023,DELHIVERY,Largecap,Services
14-03-2023,NLCINDIA,Midcap,Miscellaneous
14-03-2023,USHAMART,Midcap,Metals
14-03-2023,KEI,Largecap,Industrials
14-03-2023,ACI,Midcap,Industrials
14-03-2023,ALOKINDS,Midcap,Textiles
14-03-2023,ELGIEQUIP,Midcap,FMCG
14-03-2023,TIMKEN,Largecap,Industrials
14-03-2023,PIIND,Largecap,Industrials
14-03-2023,MASTEK,Midcap,I.T
14-03-2023,GAEL,Midcap,FMCG
14-03-2023,IEX,Midcap,Miscellaneous
14-03-2023,INDIACEM,Midcap,Industrials
14-03-2023,ASTERDM,Midcap,Pharmaceuticals
14-03-2023,BDL,Midcap,FMCG
14-03-2023,LEMONTREE,Midcap,Services
14-03-2023,ADANIGREEN,Largecap,Miscellaneous
14-03-2023,VARROC,Midcap,Auto
14-03-2023,IRCON,Midcap,Realty
14-03-2023,AAVAS,Midcap,Finance
14-03-2023,BCG,Smallcap,I.T
14-03-2023,RVNL,Largecap,Realty
14-03-2023,POLYMED,Midcap,Pharmaceuticals
14-03-2023,UJJIVANSFB,Midcap,Bank
14-03-2023,WELCORP,Midcap,Metals
14-03-2023,CYIENT,Midcap,I.T
14-03-2023,SONATSOFTW,Midcap,I.T
14-03-2023,APARINDS,Largecap,FMCG
14-03-2023,SUPRAJIT,Midcap,Auto
14-03-2023,JBMA,Midcap,Auto
14-03-2023,IIFL,Largecap,Finance
14-03-2023,SUZLON,Largecap,FMCG
14-03-2023,PVRINOX,Midcap,Media
14-03-2023,GSPL,Midcap,Industrials
14-03-2023,M&MFIN,Largecap,Finance
14-03-2023,CIEINDIA,Midcap,Industrials
14-03-2023,NAUKRI,Largecap,I.T
14-03-2023,NETWORK18,Midcap,Media
14-03-2023,PAGEIND,Largecap,FMCG
14-03-2023,DELTACORP,Smallcap,Miscellaneous
14-03-2023,DLF,Largecap,Realty
14-03-2023,KPRMILL,Largecap,FMCG
14-03-2023,ADANIPORTS,Largecap,Realty
14-03-2023,KNRCON,Midcap,Realty
14-03-2023,VGUARD,Midcap,FMCG
14-03-2023,JUBLFOOD,Largecap,Quick Service Restaurant
14-03-2023,GPPL,Midcap,Industrials
14-03-2023,DALBHARAT,Largecap,Industrials
14-03-2023,EQUITASBNK,Midcap,Bank
14-03-2023,GLAND,Largecap,Pharmaceuticals
14-03-2023,SONACOMS,Largecap,Auto
14-03-2023,SAPPHIRE,Midcap,Quick Service Restaurant
14-03-2023,INTELLECT,Midcap,I.T
14-03-2023,DATAPATTNS,Midcap,FMCG
14-03-2023,LALPATHLAB,Largecap,Pharmaceuticals
14-03-2023,TEAMLEASE,Smallcap,Miscellaneous
14-03-2023,QUESS,Midcap,Miscellaneous
14-03-2023,RBLBANK,Midcap,Bank
14-03-2023,ENDURANCE,Largecap,Auto
15-03-2023,MRPL,Midcap,Industrials
15-03-2023,EIDPARRY,Midcap,FMCG
15-03-2023,FINCABLES,Midcap,Industrials
15-03-2023,GODFRYPHLP,Midcap,FMCG
15-03-2023,INGERRAND,Midcap,FMCG
15-03-2023,LAXMIMACH,Midcap,Industrials
15-03-2023,PATANJALI,Largecap,FMCG
15-03-2023,AMBUJACEM,Largecap,Industrials
15-03-2023,ASIANPAINT,Largecap,Industrials
15-03-2023,VTL,Midcap,Textiles
15-03-2023,SWANENERGY,Midcap,Miscellaneous
15-03-2023,GRINDWELL,Largecap,FMCG
15-03-2023,AWL,Largecap,FMCG
15-03-2023,ADANIENT,Largecap,Services
15-03-2023,DELHIVERY,Largecap,Services
15-03-2023,SYMPHONY,Midcap,FMCG
15-03-2023,KAYNES,Midcap,FMCG
15-03-2023,ALOKINDS,Midcap,Textiles
15-03-2023,TIMKEN,Largecap,Industrials
15-03-2023,BLUEDART,Midcap,Services
15-03-2023,IEX,Midcap,Miscellaneous
15-03-2023,ADANIGREEN,Largecap,Miscellaneous
15-03-2023,VARROC,Midcap,Auto
15-03-2023,ATGL,Largecap,Industrials
15-03-2023,BCG,Smallcap,I.T
15-03-2023,METROPOLIS,Midcap,Pharmaceuticals
15-03-2023,KPITTECH,Largecap,I.T
15-03-2023,POWERINDIA,Midcap,FMCG
15-03-2023,SAREGAMA,Midcap,Media
15-03-2023,SONATSOFTW,Midcap,I.T
15-03-2023,GLENMARK,Largecap,Pharmaceuticals
15-03-2023,TTML,Midcap,Telecom
15-03-2023,RADICO,Midcap,FMCG
15-03-2023,PETRONET,Largecap,Industrials
15-03-2023,COFORGE,Largecap,I.T
15-03-2023,SHOPERSTOP,Midcap,FMCG
15-03-2023,SUZLON,Largecap,FMCG
15-03-2023,KEC,Midcap,FMCG
15-03-2023,GPIL,Midcap,Metals
15-03-2023,GMRINFRA,Largecap,Realty
15-03-2023,TORNTPOWER,Largecap,Miscellaneous
15-03-2023,PAGEIND,Largecap,FMCG
15-03-2023,KPRMILL,Largecap,FMCG
15-03-2023,ADANIPORTS,Largecap,Realty
15-03-2023,BRIGADE,Midcap,Realty
15-03-2023,ZFCVINDIA,Largecap,Auto
15-03-2023,ADANIPOWER,Largecap,Miscellaneous
15-03-2023,OIL,Largecap,Oils
15-03-2023,JSWENERGY,Largecap,Miscellaneous
15-03-2023,GLAND,Largecap,Pharmaceuticals
15-03-2023,INDIGOPNTS,Midcap,Industrials
15-03-2023,CRAFTSMAN,Midcap,Auto
15-03-2023,KALYANKJIL,Largecap,Miscellaneous
15-03-2023,GRINFRA,Midcap,Realty
15-03-2023,GLS,Midcap,Pharmaceuticals
15-03-2023,EPIGRAL,Smallcap,Industrials
15-03-2023,NYKAA,Largecap,I.T
15-03-2023,GOCOLORS,Midcap,Textiles
15-03-2023,MEDPLUS,Midcap,FMCG
15-03-2023,MINDACORP,Midcap,Auto
15-03-2023,ADANIENSOL,Largecap,Miscellaneous
15-03-2023,RBLBANK,Midcap,Bank
15-03-2023,BLS,Midcap,I.T
15-03-2023,VBL,Largecap,FMCG
16-03-2023,ABB,Largecap,FMCG
16-03-2023,TATAMTRDVR,Largecap,Auto
16-03-2023,ATUL,Largecap,Industrials
16-03-2023,CENTURYTEX,Midcap,Industrials
16-03-2023,BEML,Midcap,FMCG
16-03-2023,BEL,Largecap,FMCG
16-03-2023,SUNDARMFIN,Largecap,Finance
16-03-2023,CGPOWER,Largecap,FMCG
16-03-2023,DABUR,Largecap,FMCG
16-03-2023,BHEL,Largecap,FMCG
16-03-2023,HINDPETRO,Largecap,Industrials
16-03-2023,KANSAINER,Largecap,Industrials
16-03-2023,HFCL,Midcap,Realty
16-03-2023,HINDZINC,Largecap,Metals
16-03-2023,INGERRAND,Midcap,FMCG
16-03-2023,JSWSTEEL,Largecap,Metals
16-03-2023,KAJARIACER,Largecap,Industrials
16-03-2023,WHIRLPOOL,Largecap,FMCG
16-03-2023,KIRLFER,Midcap,Metals
16-03-2023,TRENT,Largecap,FMCG
16-03-2023,LICHSGFIN,Largecap,Finance
16-03-2023,MRF,Largecap,Auto
16-03-2023,NCC,Midcap,Realty
16-03-2023,VEDL,Largecap,Industrials
16-03-2023,GRASIM,Largecap,Textiles
16-03-2023,PEL,Largecap,Finance
16-03-2023,ONGC,Largecap,Oils
16-03-2023,RALLIS,Smallcap,Industrials
16-03-2023,PATANJALI,Largecap,FMCG
16-03-2023,JKLAKSHMI,Midcap,Industrials
16-03-2023,TATAPOWER,Largecap,Miscellaneous
16-03-2023,SUNDRMFAST,Largecap,Auto
16-03-2023,THERMAX,Largecap,FMCG
16-03-2023,AMBUJACEM,Largecap,Industrials
16-03-2023,FEDERALBNK,Largecap,Bank
16-03-2023,ASHOKLEY,Largecap,Auto
16-03-2023,ABBOTINDIA,Largecap,Pharmaceuticals
16-03-2023,M&M,Largecap,Auto
16-03-2023,BPCL,Largecap,Industrials
16-03-2023,TATAMOTORS,Largecap,Auto
16-03-2023,VOLTAS,Largecap,FMCG
16-03-2023,GESHIP,Midcap,Services
16-03-2023,HINDUNILVR,Largecap,FMCG
16-03-2023,NESTLEIND,Largecap,FMCG
16-03-2023,ASIANPAINT,Largecap,Industrials
16-03-2023,INDHOTEL,Largecap,Services
16-03-2023,CEATLTD,Midcap,Auto
16-03-2023,VTL,Midcap,Textiles
16-03-2023,PHOENIXLTD,Largecap,Realty
16-03-2023,SWANENERGY,Midcap,Miscellaneous
16-03-2023,SRF,Largecap,Industrials
16-03-2023,CHOLAHLDNG,Largecap,Finance
16-03-2023,GMMPFAUDLR,Midcap,FMCG
16-03-2023,WESTLIFE,Midcap,Quick Service Restaurant
16-03-2023,ZEEL,Largecap,Media
16-03-2023,VIPIND,Midcap,FMCG
16-03-2023,BERGEPAINT,Largecap,Industrials
16-03-2023,SUPREMEIND,Largecap,FMCG
16-03-2023,CANFINHOME,Midcap,Finance
16-03-2023,MANYAVAR,Largecap,FMCG
16-03-2023,RAINBOW,Midcap,Pharmaceuticals
16-03-2023,ADANIENT,Largecap,Services
16-03-2023,MMTC,Midcap,Services
16-03-2023,HINDCOPPER,Midcap,Metals
16-03-2023,NLCINDIA,Midcap,Miscellaneous
16-03-2023,MOTHERSON,Largecap,Auto
16-03-2023,SYMPHONY,Midcap,FMCG
16-03-2023,KFINTECH,Midcap,Miscellaneous
16-03-2023,CCL,Midcap,FMCG
16-03-2023,NSLNISP,Midcap,Metals
16-03-2023,TIMKEN,Largecap,Industrials
16-03-2023,KPIL,Midcap,FMCG
16-03-2023,MASTEK,Midcap,I.T
16-03-2023,POONAWALLA,Largecap,Finance
16-03-2023,AARTIIND,Midcap,Industrials
16-03-2023,GAEL,Midcap,FMCG
16-03-2023,DMART,Largecap,FMCG
16-03-2023,TEJASNET,Midcap,Telecom
16-03-2023,COCHINSHIP,Midcap,Industrials
16-03-2023,AUROPHARMA,Largecap,Pharmaceuticals
16-03-2023,ABCAPITAL,Largecap,Finance
16-03-2023,MPHASIS,Largecap,I.T
16-03-2023,IEX,Midcap,Miscellaneous
16-03-2023,INDIACEM,Midcap,Industrials
16-03-2023,BANDHANBNK,Largecap,Bank
16-03-2023,HAL,Largecap,FMCG
16-03-2023,ORIENTELEC,Smallcap,FMCG
16-03-2023,RELAXO,Largecap,FMCG
16-03-2023,ADANIGREEN,Largecap,Miscellaneous
16-03-2023,RITES,Midcap,Realty
16-03-2023,VARROC,Midcap,Auto
16-03-2023,HDFCAMC,Largecap,Finance
16-03-2023,IRCON,Midcap,Realty
16-03-2023,MANAPPURAM,Midcap,Finance
16-03-2023,RVNL,Largecap,Realty
16-03-2023,INDIAMART,Midcap,I.T
16-03-2023,SWSOLAR,Midcap,Industrials
16-03-2023,FLUOROCHEM,Largecap,Industrials
16-03-2023,POLYMED,Midcap,Pharmaceuticals
16-03-2023,CSBBANK,Midcap,Bank
16-03-2023,SUMICHEM,Largecap,Industrials
16-03-2023,ROSSARI,Smallcap,Industrials
16-03-2023,BANKBARODA,Largecap,Bank
16-03-2023,ROUTE,Midcap,I.T
16-03-2023,WELCORP,Midcap,Metals
16-03-2023,BANKINDIA,Largecap,Bank
16-03-2023,SAREGAMA,Midcap,Media
16-03-2023,CYIENT,Midcap,I.T
16-03-2023,MAZDOCK,Largecap,Industrials
16-03-2023,ENGINERSIN,Midcap,Realty
16-03-2023,NATIONALUM,Midcap,Metals
16-03-2023,GLENMARK,Largecap,Pharmaceuticals
16-03-2023,ZYDUSLIFE,Largecap,Pharmaceuticals
16-03-2023,TVSMOTOR,Largecap,Auto
16-03-2023,TRIVENI,Midcap,FMCG
16-03-2023,IOB,Largecap,Bank
16-03-2023,BSOFT,Midcap,I.T
16-03-2023,GODREJCP,Largecap,FMCG
16-03-2023,MCDOWELL-N,Largecap,FMCG
16-03-2023,PNB,Largecap,Bank
16-03-2023,CANBK,Largecap,Bank
16-03-2023,RADICO,Midcap,FMCG
16-03-2023,UCOBANK,Largecap,Bank
16-03-2023,IGL,Largecap,Industrials
16-03-2023,MAHABANK,Largecap,Bank
16-03-2023,IIFL,Largecap,Finance
16-03-2023,SHOPERSTOP,Midcap,FMCG
16-03-2023,IDFC,Midcap,Finance
16-03-2023,SUZLON,Largecap,FMCG
16-03-2023,RENUKA,Midcap,FMCG
16-03-2023,PVRINOX,Midcap,Media
16-03-2023,GSPL,Midcap,Industrials
16-03-2023,KEC,Midcap,FMCG
16-03-2023,SUNTV,Largecap,Media
16-03-2023,GPIL,Midcap,Metals
16-03-2023,GMRINFRA,Largecap,Realty
16-03-2023,CIEINDIA,Midcap,Industrials
16-03-2023,NAUKRI,Largecap,I.T
16-03-2023,TORNTPOWER,Largecap,Miscellaneous
16-03-2023,NETWORK18,Midcap,Media
16-03-2023,TV18BRDCST,Midcap,Media
16-03-2023,FSL,Midcap,I.T
16-03-2023,INDIANB,Largecap,Bank
16-03-2023,IDEA,Largecap,Telecom
16-03-2023,DELTACORP,Smallcap,Miscellaneous
16-03-2023,DLF,Largecap,Realty
16-03-2023,CENTRALBK,Largecap,Bank
16-03-2023,KPRMILL,Largecap,FMCG
16-03-2023,IRB,Midcap,Realty
16-03-2023,RECLTD,Largecap,Finance
16-03-2023,ZFCVINDIA,Largecap,Auto
16-03-2023,MHRIL,Midcap,Services
16-03-2023,JSWENERGY,Largecap,Miscellaneous
16-03-2023,GODREJPROP,Largecap,Realty
16-03-2023,GPPL,Midcap,Industrials
16-03-2023,PRESTIGE,Largecap,Realty
16-03-2023,COALINDIA,Largecap,Industrials
16-03-2023,MUTHOOTFIN,Largecap,Finance
16-03-2023,L&TFH,Largecap,Finance
16-03-2023,EQUITASBNK,Midcap,Bank
16-03-2023,GLAND,Largecap,Pharmaceuticals
16-03-2023,IRFC,Largecap,Finance
16-03-2023,INDUSTOWER,Largecap,Telecom
16-03-2023,VMART,Smallcap,FMCG
16-03-2023,JUSTDIAL,Midcap,I.T
16-03-2023,ABFRL,Largecap,FMCG
16-03-2023,IBULHSGFIN,Midcap,Finance
16-03-2023,ZOMATO,Largecap,I.T
16-03-2023,GLS,Midcap,Pharmaceuticals
16-03-2023,DEVYANI,Largecap,Quick Service Restaurant
16-03-2023,SHARDACROP,Smallcap,Industrials
16-03-2023,NYKAA,Largecap,I.T
16-03-2023,POLICYBZR,Largecap,I.T
16-03-2023,SAPPHIRE,Midcap,Quick Service Restaurant
16-03-2023,GOCOLORS,Midcap,Textiles
16-03-2023,STARHEALTH,Largecap,Services
16-03-2023,MEDPLUS,Midcap,FMCG
16-03-2023,INTELLECT,Midcap,I.T
16-03-2023,DATAPATTNS,Midcap,FMCG
16-03-2023,ADANIENSOL,Largecap,Miscellaneous
16-03-2023,GUJGASLTD,Largecap,Industrials
16-03-2023,IDFCFIRSTB,Largecap,Bank
16-03-2023,ALKEM,Largecap,Pharmaceuticals
16-03-2023,MGL,Midcap,Industrials
16-03-2023,RBLBANK,Midcap,Bank
16-03-2023,ICICIPRULI,Largecap,Services
16-03-2023,VBL,Largecap,FMCG
17-03-2023,CENTURYTEX,Midcap,Industrials
17-03-2023,BLUESTARCO,Midcap,FMCG
17-03-2023,MRPL,Midcap,Industrials
17-03-2023,SAIL,Largecap,Metals
17-03-2023,IDBI,Largecap,Bank
17-03-2023,FINCABLES,Midcap,Industrials
17-03-2023,HDFCBANK,Largecap,Bank
17-03-2023,KIRLFER,Midcap,Metals
17-03-2023,KSB,Midcap,FMCG
17-03-2023,VEDL,Largecap,Industrials
17-03-2023,JINDALSAW,Midcap,Metals
17-03-2023,JKLAKSHMI,Midcap,Industrials
17-03-2023,THERMAX,Largecap,FMCG
17-03-2023,HINDALCO,Largecap,Metals
17-03-2023,PGHH,Largecap,FMCG
17-03-2023,GLAXO,Largecap,Pharmaceuticals
17-03-2023,NESTLEIND,Largecap,FMCG
17-03-2023,PHOENIXLTD,Largecap,Realty
17-03-2023,SWANENERGY,Midcap,Miscellaneous
17-03-2023,ZENSARTECH,Midcap,I.T
17-03-2023,ZEEL,Largecap,Media
17-03-2023,SUPREMEIND,Largecap,FMCG
17-03-2023,CANFINHOME,Midcap,Finance
17-03-2023,CHOLAFIN,Largecap,Finance
17-03-2023,MANYAVAR,Largecap,FMCG
17-03-2023,UPL,Largecap,Industrials
17-03-2023,RAINBOW,Midcap,Pharmaceuticals
17-03-2023,DELHIVERY,Largecap,Services
17-03-2023,HINDCOPPER,Midcap,Metals
17-03-2023,MOTHERSON,Largecap,Auto
17-03-2023,TTKPRESTIG,Midcap,FMCG
17-03-2023,RATNAMANI,Midcap,Metals
17-03-2023,ELGIEQUIP,Midcap,FMCG
17-03-2023,HLEGLAS,Smallcap,FMCG
17-03-2023,KPIL,Midcap,FMCG
17-03-2023,MASTEK,Midcap,I.T
17-03-2023,TEJASNET,Midcap,Telecom
